"
grunio/44.txt,"
"samiczka,0.0123"
"okolica,0.0075"
"wzgórek,0.0075"
"prącie,0.0075"
"płeć,0.0068"
"członek,0.0062"
"źdźbło,0.0062"
"wątpliwość,0.0062"
"odbyt,0.0062"
"odbytowy,0.0062"
"
grunio/23.txt,"
"futrzak,0.0082"
"bo,0.007"
"lepszy,0.007"
"ogromny,0.0064"
"doskonały,0.0064"
"źródło,0.005"
"trawa,0.005"
"oprócz,0.005"
"koniecznie,0.005"
"królestwo,0.005"
"
grunio/48.txt,"
"gruczoł,0.0187"
"substancja,0.0078"
"olać,0.0078"
"normalna,0.0069"
"lepki,0.0064"
"zauważyć,0.0064"
"szczególność,0.0064"
"puszczanie,0.0064"
"zmywanie,0.0064"
"żywica,0.0064"
"
grunio/42.txt,"
"zwłaszcza,0.0108"
"koszt,0.0081"
"by,0.0076"
"współlokator,0.0075"
"nowo,0.0075"
"wychudzony,0.0075"
"droższy,0.0075"
"krótko,0.0075"
"udowadniać,0.0075"
"skołtuniony,0.0075"
"
grunio/6.txt,"
"nazwa,0.0135"
"śmiać się,0.0125"
"kolorystyczny,0.0125"
"nazewnictwo,0.0103"
"wynikać,0.009"
"włos,0.0082"
"kręcony,0.0081"
"ktoś,0.0074"
"występować,0.0074"
"odmiana,0.0068"
"
grunio/50.txt,"
"podciąć,0.009"
"szczotka,0.008"
"włos,0.0079"
"włosie,0.0074"
"szampon,0.0074"
"strzyżenie,0.0074"
"czystość,0.0073"
"dokładnie,0.0073"
"kąpiel,0.0073"
"skóra,0.0073"
"
grunio/16.txt,"
"rozetka,0.0316"
"włos,0.0264"
"gładki,0.0219"
"odmiana,0.0208"
"sierść,0.0202"
"szorstki,0.0164"
"głowa,0.0158"
"rasa,0.0151"
"kręcony,0.0142"
"krótki,0.0128"
"
grunio/18.txt,"
"gdyż,0.0108"
"uzupełniać,0.0075"
"regularnie,0.0073"
"tu,0.0054"
"dna,0.0054"
"odchody,0.0054"
"pręt,0.0053"
"klatka,0.0052"
"akwarium,0.0049"
"ząb,0.0041"
"
grunio/5.txt,"
"chory,0.0117"
"pacjent,0.0117"
"badać,0.0117"
"używać,0.0103"
"mięso,0.0084"
"rytuał,0.0084"
"nadal,0.0075"
"osoba,0.0075"
"wygląd,0.0069"
"południowy,0.0069"
"
grunio/10.txt,"
"wystawa,0.0355"
"klub,0.0255"
"polski,0.0209"
"sędzia,0.0158"
"starać się,0.013"
"działalność,0.0118"
"hodowca,0.0107"
"temat,0.0102"
"organizacja,0.0085"
"wiedza,0.0085"
"
grunio/26.txt,"
"nazwa,0.0127"
"gatunkowy,0.0117"
"społeczny,0.0084"
"gdyż,0.0084"
"artykuł,0.0084"
"warta,0.0064"
"relacja,0.0058"
"mora,0.0058"
"przetransportowany,0.0058"
"bariera,0.0058"
"
grunio/31.txt,"
"ściółka,0.0158"
"drzewny,0.0157"
"solidny,0.0157"
"pokrywa,0.0157"
"czyszczenie,0.0113"
"dna,0.0113"
"klatka,0.0088"
"mieszek,0.0079"
"działanie,0.0079"
"gama,0.0079"
"
grunio/13.txt,"
"zależność,0.0105"
"zawartość,0.0092"
"mieszanka,0.0092"
"brakować,0.0082"
"odżywczy,0.0075"
"idealny,0.0075"
"świeży,0.0074"
"składnik,0.0069"
"twoja,0.0064"
"zdrowie,0.0064"
"
grunio/15.txt,"
"rekord,0.0121"
"język,0.0118"
"lata,0.0106"
"udomowiony,0.01"
"gram,0.01"
"angielski,0.0087"
"stworzenie,0.0087"
"obecnie,0.0078"
"południowy,0.0071"
"usposobienie,0.0071"
"
grunio/12.txt,"
"skubanie,0.0104"
"przeszkoda,0.0104"
"oddzielny,0.0104"
"urozmaicenie,0.0104"
"podobnie,0.0086"
"sposobić,0.0067"
"cztery,0.0067"
"miał,0.0067"
"spanie,0.0067"
"karmienie,0.0061"
"
grunio/1.txt,"
"nerw,0.0109"
"sprawdzać,0.0096"
"pazur,0.0096"
"szczególny,0.0079"
"we,0.0071"
"regularnie,0.0071"
"wystarczyć,0.0067"
"szczotka,0.0064"
"prawidłowy,0.0064"
"technika,0.0055"
"
grunio/41.txt,"
"hodowca,0.0096"
"jakość,0.007"
"odpowiednio,0.0064"
"trzymać,0.0064"
"by,0.006"
"wartość,0.0059"
"jasne,0.0059"
"adres,0.0059"
"szczebel,0.0059"
"zapewniony,0.0059"
"
grunio/49.txt,"
"zabawka,0.0111"
"fretka,0.0089"
"smycz,0.0089"
"rura,0.0089"
"kawałek,0.0085"
"legowisko,0.0085"
"akcesorium,0.0064"
"kręgosłup,0.0064"
"taki,0.006"
"grzbiet,0.0059"
"
grunio/33.txt,"
"samiczka,0.0148"
"samczyk,0.0086"
"przeświadczenie,0.0079"
"spać,0.0065"
"zachowanie,0.006"
"higiena,0.0057"
"adopcja,0.0057"
"znaczyć,0.0057"
"doprowadzić,0.0057"
"teren,0.0052"
"
grunio/47.txt,"
"pralka,0.0137"
"siedzenie,0.0137"
"żwirek,0.0121"
"mata,0.0113"
"wiór,0.0099"
"firma,0.0099"
"trociny,0.009"
"przestrzeń,0.0081"
"mocz,0.0074"
"kuweta,0.0069"
"
grunio/21.txt,"
"reproduktor,0.0207"
"miot,0.017"
"ciąża,0.017"
"hodowca,0.015"
"by,0.0139"
"częstotliwość,0.0138"
"rozród,0.0138"
